track_name,artist_name,year,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence,language,mood,spotify_link
"Discowale Khisko (From ""Dil Bole Hadippa"")",Pritam,2023,15,0.0201,0.765,0.954,0.486,2,0.0661,-6.531,0.0442,114.008,0.965,Hindi,Happy,https://open.spotify.com/track/3iAIll7diSufRTrEvV0IaY
Deva Deva - Shiva's Trending Version,Pritam,2023,25,0.58,0.548,0.729,9.79E-05,0,0.261,-7.421,0.0385,111.996,0.524,Hindi,Neutral,https://open.spotify.com/track/7yCM0cW0IPqrZ9hd6rcoHs
Dil Ibaadat X Haan Tu Hain - Sped Up,Pritam,2023,20,0.517,0.589,0.891,0,2,0.385,-6.545,0.179,100.088,0.781,Hindi,Happy,https://open.spotify.com/track/2juIKcl6nys0OsIurQqHqr
Janam Janam - Trending Version,Pritam,2023,24,0.565,0.488,0.648,0,11,0.595,-6.138,0.0636,88.065,0.628,Hindi,Neutral,https://open.spotify.com/track/6I272Cxydf27U1hC6Ai4Zz
Pukaroon Hari Om,Pritam,2023,22,0.738,0.721,0.649,0.000166,8,0.103,-11.213,0.0756,118.02,0.765,Hindi,Energetic,https://open.spotify.com/track/72lXeqq8JfmX4HwWDhdW8M
Jannatein Kahan,Pritam,2023,32,0.308,0.546,0.77,2.80E-05,0,0.167,-6.102,0.0639,160.01,0.698,Hindi,Neutral,https://open.spotify.com/track/62wnQra2VgCUyHO3BUIAcr
Ashq Na Ho,Pritam,2023,29,0.903,0.345,0.374,0,4,0.0924,-6.301,0.0378,173.723,0.33,Hindi,Sad,https://open.spotify.com/track/1dJIMapce3U27ja5xbOVLw
Labon Ko Flip Mix,Pritam,2023,31,0.39,0.539,0.64,0.00031,9,0.266,-5.604,0.0277,91.978,0.294,Hindi,Neutral,https://open.spotify.com/track/3orWbCLLl5HQHVYOD27CKX
"Ishq Hi Hai Rab (From ""Dil Bole Hadippa"")",Pritam,2023,16,0.361,0.705,0.795,0.000104,1,0.0942,-8.422,0.102,96.996,0.759,Hindi,Happy,https://open.spotify.com/track/6be37h196RnDKEoZkCZQ4a
Rasiya - Arijit Singh Trending Version,Pritam,2023,28,0.915,0.337,0.478,0,1,0.574,-8.401,0.0296,151.144,0.793,Hindi,Neutral,https://open.spotify.com/track/5mXFtGpBEgys6IXmLr9su3
Zara Sa,Pritam,2023,18,0.12,0.468,0.91,0.000304,11,0.271,-3.057,0.051,163.842,0.694,Hindi,Neutral,https://open.spotify.com/track/18YHbIhrleUkKKj2DvEp79
Mehrama,Pritam,2023,17,0.861,0.548,0.634,0.00823,7,0.0953,-8.827,0.0342,107.956,0.36,Hindi,Neutral,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
Zara Sa - Trending Version,Pritam,2023,22,0.0754,0.492,0.903,8.48E-05,11,0.45,-3.163,0.0445,163.629,0.838,Hindi,Happy,https://open.spotify.com/track/2m1UFeM5I8Lkovgr3ZNJxI
Kesariya - Multilingual Mix,Pritam,2023,12,0.668,0.619,0.65,0,0,0.421,-5.848,0.0334,93.995,0.266,Hindi,Energetic,https://open.spotify.com/track/7HxGcsKpbTEJ7mn2zMuSP0
Tu Hi Haqeeqat,Pritam,2023,18,0.584,0.705,0.745,0,4,0.2,-5.416,0.034,115.959,0.706,Hindi,Happy,https://open.spotify.com/track/3OLFqbd9ZeVjaUKTiaLsD6
Tur Kalleyan (Nooran Sisters Version),Pritam,2023,20,0.744,0.454,0.566,0.00492,1,0.0599,-9.004,0.0412,84.909,0.332,Hindi,Neutral,https://open.spotify.com/track/1SUGMETOl8ATuRqgeKegh2
Haan Tu Hain,Pritam,2023,32,0.719,0.415,0.904,0,2,0.0739,-3.586,0.103,83.65,0.731,Hindi,Happy,https://open.spotify.com/track/4vgCpNUUcpEIBifidhQOnR
Mat Aazma Re,Pritam,2023,33,0.702,0.516,0.825,0,0,0.0658,-3.869,0.0387,90.055,0.697,Hindi,Neutral,https://open.spotify.com/track/0mh4VutnDyBn1sqcp05MZD
Bulleya - Trending Version,Pritam,2023,19,0.542,0.567,0.801,0,2,0.545,-4.143,0.049,87.028,0.757,Hindi,Happy,https://open.spotify.com/track/4pPrJJS42TpgYCSG2pe164
Tujhe Sochta Hoon,Pritam,2023,32,0.259,0.578,0.712,0.000259,0,0.18,-6.119,0.0309,80.999,0.486,Hindi,Neutral,https://open.spotify.com/track/47l2Dd3XPBLio3kjbEMyDJ
Blame The Night,Pritam,2023,21,0.181,0.608,0.985,1.43E-06,0,0.715,-3.295,0.14,139.99,0.335,Hindi,Energetic,https://open.spotify.com/track/1kMI1loXVXmYl6AaEVNoGP
"My Name Is Ali (From ""Dhoom:2"")",Pritam,2023,19,0.316,0.719,0.632,0,11,0.11,-7.038,0.048,124.986,0.732,Hindi,Energetic,https://open.spotify.com/track/6OSusPRbawEkkJkAr5Y7Ef
Tere Pyaar Mein Remix,Pritam,2023,20,0.0268,0.656,0.876,0,0,0.0741,-3.349,0.06,129.949,0.57,Hindi,Energetic,https://open.spotify.com/track/6Zrc5ehWCXLBJ1XPTXIELd
Tere Hawale (Tushar - Shilpa Duet),Pritam,2023,21,0.272,0.592,0.459,3.73E-05,9,0.0842,-9.172,0.0375,108.983,0.207,Hindi,Neutral,https://open.spotify.com/track/4QZaJPlw90OqVVLpJDS3wV
Naina - DJ Nitish Gulyani Lofi Chill Mix,Pritam,2023,23,0.137,0.537,0.536,0.000218,6,0.377,-7.862,0.052,80.16,0.195,Hindi,Neutral,https://open.spotify.com/track/6tgLU3rollQHM2n1TZgQZf
Alvida,Pritam,2023,27,0.593,0.287,0.654,7.30E-06,2,0.11,-5.57,0.0374,84.015,0.241,Hindi,Neutral,https://open.spotify.com/track/7EjatvVN2Y2GjpvKSyWJR4
O Meri Jaan,Pritam,2023,28,0.17,0.53,0.795,2.81E-05,7,0.157,-6.547,0.0314,150.009,0.546,Hindi,Neutral,https://open.spotify.com/track/6qMB7GsJd7L8sqEvQGWQl6
"Mere Sang (From ""New York"")",Pritam,2023,19,0.656,0.41,0.537,1.16E-05,0,0.113,-10.525,0.0446,114.946,0.57,Hindi,Neutral,https://open.spotify.com/track/4Wqtoz5XsmoI1POeeFSi4O
Kahani (Mohit Chauhan'S Version),Pritam,2023,22,0.548,0.468,0.465,0.00721,2,0.128,-7.465,0.0315,149.484,0.315,Hindi,Neutral,https://open.spotify.com/track/5du5QTDd4iC9VbPEobzL4h
Baaki Sab First Class Hai,Pritam,2023,10,0.654,0.758,0.632,0.0162,7,0.2,-9.693,0.0686,95.107,0.618,Hindi,Energetic,https://open.spotify.com/track/5r9vgVP70XiZJTdYBfTbOF
"Ayaashi (From ""Badmaash Company"")",Pritam,2023,13,0.163,0.709,0.843,5.46E-05,7,0.0682,-10.223,0.0445,100.022,0.913,Hindi,Happy,https://open.spotify.com/track/1tNw5SOiQJrPf87CDh6UiA
Dangal,Pritam,2023,9,0.237,0.617,0.867,0,6,0.0559,-5.1,0.139,178.004,0.665,Hindi,Energetic,https://open.spotify.com/track/5Ry67OqwCxKbswCxcPHcg9
Kesariya - Punjabi Female Version,Pritam,2023,12,0.951,0.569,0.235,0,1,0.149,-12.336,0.0319,93.899,0.572,Hindi,Calm,https://open.spotify.com/track/2mTKlgbKsy0bn4Xcao9dH6
"Bhangra Bistar (From ""Dil Bole Hadippa"")",Pritam,2023,11,0.32,0.822,0.846,2.24E-06,7,0.192,-6.605,0.122,106.011,0.743,Hindi,Happy,https://open.spotify.com/track/5HWO1PUGYenSCafFlmjhJW
"Chaska (From ""Badmaash Company"")",Pritam,2023,13,0.469,0.836,0.838,2.49E-06,7,0.226,-10.365,0.0544,100.01,0.919,Hindi,Happy,https://open.spotify.com/track/1j8wj1GlGQIIktQyv95pHW
Mere Sawaal Ka Remix,Pritam,2023,19,0.433,0.739,0.805,2.99E-06,11,0.311,-4.369,0.0572,109.973,0.527,Hindi,Energetic,https://open.spotify.com/track/1dxxH48kZmV1J4W3Av7Lzt
De Taali Remix,Pritam,2023,17,0.103,0.769,0.843,0,10,0.13,-5.044,0.0634,128.01,0.562,Hindi,Energetic,https://open.spotify.com/track/41rgC9pXitL0ItOU1In8wC
Dhoom Machale - Extended Version,Pritam,2023,12,0.181,0.759,0.895,0,7,0.404,-7.409,0.13,100.048,0.89,Hindi,Happy,https://open.spotify.com/track/692Kpzwr8nKfSktNMR2Bss
"Salaame (From ""Dhoom"")",Pritam,2023,12,0.0895,0.766,0.91,7.64E-05,7,0.285,-6.173,0.0953,117.944,0.61,Hindi,Energetic,https://open.spotify.com/track/0yRsMIN7BYwIZIyDuULV9Q
"Sharara (From ""Mere Yaar Ki Shaadi Hai"")",Jeet-Pritam,2023,18,0.407,0.664,0.89,0.00272,6,0.332,-8.664,0.454,94.894,0.524,Hindi,Energetic,https://open.spotify.com/track/1yl4Y0saxadr37ihpLjhqH
"Ek Ladki (From ""Mere Yaar Ki Shaadi Hai"")",Jeet-Pritam,2023,19,0.333,0.698,0.719,2.33E-05,6,0.0866,-8.901,0.06,92.879,0.683,Hindi,Energetic,https://open.spotify.com/track/4SQPYWgxCiurtthMfF4jH0
Amba Manjar Gel - Nagpuri,Kumar Pritam,2023,3,0.408,0.55,0.817,0,5,0.071,-4.045,0.215,190.597,0.727,Hindi,Happy,https://open.spotify.com/track/1IPxAdnk97kXH0ENYqix71
"Jaage Jaage (From ""Mere Yaar Ki Shaadi Hai"")",Jeet-Pritam,2023,12,0.628,0.586,0.719,0,7,0.215,-8.505,0.0998,88.88,0.679,Hindi,Neutral,https://open.spotify.com/track/6tpvHS1Zo3XsDbCGdHN0BR
Chedkhaniyan (Jhankar Beat),Pritam,2023,21,0.0643,0.782,0.927,0,7,0.117,-4.542,0.0435,124.94,0.972,Hindi,Happy,https://open.spotify.com/track/5DnK2KJuG9NMMU9U3uCAWb
Tujhse Pyaar Karta Hoon (Lofi Mix),Pritam,2023,12,0.82,0.602,0.443,0.294,1,0.15,-9.914,0.0335,62.526,0.431,Hindi,Calm,https://open.spotify.com/track/3a0JUkkCJMyfRc6MvGuJTc
"Dhoom Dhoom (From ""Dhoom"")",Pritam,2023,10,0.0215,0.717,0.902,0.179,11,0.378,-6.072,0.0752,101.469,0.5,Hindi,Energetic,https://open.spotify.com/track/4k4cbuJAsmDqg3s74UxRNv
"Fakeera (From ""Badmaash Company"")",Pritam,2023,9,0.0871,0.582,0.755,6.88E-06,1,0.0523,-9.517,0.0383,139.95,0.614,Hindi,Neutral,https://open.spotify.com/track/1SGTd3OGYnTAROemqJCL3N
Character Dheela 2.0 (Jhankar Beat),Pritam,2023,2,0.0227,0.848,0.911,0.0172,1,0.0805,-7.41,0.0469,111.971,0.693,Hindi,Energetic,https://open.spotify.com/track/24AfLjMMgO8AjhQw8l7y1L
O Bedardeya (Jhankar Beat),Pritam,2023,3,0.148,0.682,0.772,0,7,0.0936,-8.75,0.0375,113.011,0.381,Hindi,Energetic,https://open.spotify.com/track/3oUTR3mBxhLo4Xz53wI5j8
Pyaar Hota Kayi Baar Hai (Jhankar Beat),Pritam,2023,11,0.0101,0.759,0.798,0.00137,0,0.181,-7.793,0.0405,122.021,0.825,Hindi,Happy,https://open.spotify.com/track/2ZasKg1Blf7qyVanKSdIKD
Maine Pi Rakhi Hai (Jhankar Beat),Pritam,2023,4,0.0583,0.777,0.78,2.64E-05,10,0.333,-8.343,0.129,140.025,0.644,Hindi,Energetic,https://open.spotify.com/track/1Kf2QF7CXZ21tx7A2cLTHW
"Kahani (Sonu's Version) [From ""Laal Singh Chaddha""]",Pritam,2023,4,0.701,0.528,0.349,2.36E-06,1,0.0907,-12.651,0.0378,149.926,0.327,Hindi,Sad,https://open.spotify.com/track/382emarYcsDvic5RCKaglv
Tu Chahiye Lofi Mix,Pritam,2023,33,0.561,0.362,0.455,6.46E-06,7,0.296,-12.285,0.0398,114.238,0.317,Hindi,Neutral,https://open.spotify.com/track/1lukP6pDqnU7iEDmpfifwi
"Sakht Jaan - From ""83""",Pritam,2023,5,0.0501,0.36,0.899,0.0026,11,0.0869,-4.607,0.0739,122.124,0.497,Hindi,Neutral,https://open.spotify.com/track/2tSfljmUA78xoXCnXydoM9
Raabta - Deep House Mix,Pritam,2023,3,0.0126,0.778,0.586,0.00267,0,0.446,-8.934,0.0476,121.943,0.754,Hindi,Neutral,https://open.spotify.com/track/4dcj9P0vXlQtwOUPH4JM2m
"Badmaash Company (From ""Badmaash Company"")",Pritam,2023,8,0.127,0.843,0.688,9.97E-05,1,0.178,-11.455,0.0587,113.994,0.745,Hindi,Energetic,https://open.spotify.com/track/1j8wj1GlGQIIktQyv95pHW
Dil Ibaadat - Lofi Flip,Pritam,2023,3,0.859,0.59,0.481,3.68E-05,2,0.235,-5.72,0.0323,140.039,0.0998,Hindi,Neutral,https://open.spotify.com/track/16cuM5q46CqebnhdRB1nQG
Dhoom Machale Dhoom - Spanish Version,Pritam,2023,5,0.0284,0.673,0.873,0.0866,5,0.297,-7.573,0.0906,110.02,0.689,Hindi,Energetic,https://open.spotify.com/track/7enG8ACBVteFPtCIpfQy1m
Tere Pyaar Mein (Jhankar Beat),Pritam,2023,5,0.0405,0.752,0.78,0,9,0.0928,-6.449,0.0284,118.966,0.871,Hindi,Happy,https://open.spotify.com/track/54a6S9hcGDWl5ETIrNjFQO
Show Me The Thumka (Jhankar Beat),Pritam,2023,4,0.144,0.848,0.931,2.53E-05,6,0.154,-5.105,0.0503,122.014,0.885,Hindi,Happy,https://open.spotify.com/track/13aP7KjHRapCPITyRWY7YJ
Pyaar Hota Kayi Baar Hai (Club Mix),Pritam,2023,8,0.0138,0.712,0.599,0.00334,0,0.232,-6.617,0.0544,131.968,0.668,Hindi,Neutral,https://open.spotify.com/track/3j4AGnzMlVbQ9DH6JxANoI
Tum Jo Milo (Lofi Mix),Pritam,2023,16,0.749,0.435,0.446,0.0363,4,0.129,-11.072,0.0331,80.017,0.569,Hindi,Calm,https://open.spotify.com/track/52fK9hk2xcaNIsGDabzSKq
Naina - L3AD LoFi Mix,Pritam,2023,24,0.596,0.326,0.381,0.454,6,0.125,-10.808,0.0346,139.952,0.14,Hindi,Sad,https://open.spotify.com/track/4y3vO9QNCs6t3fQASDFWtm
Uyirula Ula,Pritam,2023,12,0.708,0.577,0.635,0,0,0.0968,-7.114,0.0481,148.909,0.632,Hindi,Neutral,https://open.spotify.com/track/6NcZcNiNNqYEi9IoCK2xQE
O Bedardeya Remix,Pritam,2023,8,0.17,0.565,0.909,0.000347,7,0.0835,-3.192,0.0661,192.009,0.265,Hindi,Neutral,https://open.spotify.com/track/3IPEBLmmePhizavZYC11Q8
Yeh Hausle - Reprise,Pritam,2023,9,0.638,0.433,0.878,0.0144,11,0.103,-6.956,0.0655,142.921,0.648,Hindi,Neutral,https://open.spotify.com/track/6Z8DfeK5ePjcoJmMDOPUmd
Nirahu Maai Bahin Gariyawa Tara,RS Pritam,2023,1,0.7,0.698,0.933,0,6,0.376,-1.441,0.194,123.026,0.786,Hindi,Happy,https://open.spotify.com/track/4agikbpKwfOU8VTISFHxqq
"Humne Suna Hai (From ""Mere Yaar Ki Shaadi Hai"")",Jeet-Pritam,2023,9,0.559,0.697,0.823,2.45E-05,2,0.409,-7.525,0.137,96.752,0.873,Hindi,Happy,https://open.spotify.com/track/43fczPbTQ31sTNFMDRGleI
Dillagi - Nagpuri,Kumar Pritam,2023,38,0.327,0.469,0.86,0.000268,5,0.22,-5.16,0.0777,124.886,0.715,Hindi,Happy,https://open.spotify.com/track/5BS1IhgNQ7OgRguXszGCqZ
Tor Mukhda,Kumar Pritam,2023,22,0.102,0.827,0.791,0,9,0.0628,-5.477,0.0596,134.979,0.716,Hindi,Happy,https://open.spotify.com/track/3CE7t177ww04DowzOfev1m
Gajra Khopa,Kumar Pritam,2023,20,0.332,0.681,0.975,0.000254,5,0.149,-2.128,0.0734,134.953,0.89,Hindi,Happy,https://open.spotify.com/track/4YHu1FFswKVdUkaS4ze6D7
Ajab Sahare,Manas Pritam,2023,19,0.326,0.633,0.926,0,1,0.0957,-9.028,0.0795,129.947,0.618,Hindi,Energetic,https://open.spotify.com/track/4SCNca3zQs8FEr2LMhgupp
Gora Rang,Kumar Pritam,2023,19,0.0189,0.647,0.934,0.0108,4,0.269,-3.101,0.195,149.943,0.704,Hindi,Happy,https://open.spotify.com/track/1lTO8rmlFQ1Cg78tmhGQcP
Aijh Tor Birhday Selem,Kumar Pritam,2023,18,0.187,0.635,0.923,4.24E-05,0,0.173,-5.13,0.0921,137.884,0.847,Hindi,Happy,https://open.spotify.com/track/5a9yAJtU2ElB4tcXVVvLrv
DiL Se DiL,Kumar Pritam,2023,17,0.0523,0.672,0.931,0.00229,8,0.0843,-3.307,0.138,126.96,0.736,Hindi,Happy,https://open.spotify.com/track/5nIzHpxYqEam7HpSjvBn5a
Sajna Tere Bina - Nagpuri,Kumar Pritam,2023,17,0.251,0.671,0.921,0.00369,0,0.227,-3.705,0.0427,146.04,0.89,Hindi,Happy,https://open.spotify.com/track/5D3qnFEd5gUBjUwG6mRZfo
Piya Dhire Dhire Bol,Kumar Pritam,2023,17,0.292,0.569,0.915,0.000205,9,0.137,-5.116,0.0796,93.705,0.774,Hindi,Happy,https://open.spotify.com/track/1wof0oHqMiFHinXQI2UdgU
Ten Class Me Padhti Hu ( Nagpuri Song ),Kumar Pritam,2023,15,0.0145,0.673,0.839,0.0352,9,0.714,-5.403,0.0338,150.115,0.908,Hindi,Happy,https://open.spotify.com/track/7fk4GUDPybkceRWgo0NKO3
Sari Sari Raton Me,Kumar Pritam,2023,15,0.393,0.64,0.939,0.000971,2,0.127,-4.247,0.0807,145.985,0.93,Hindi,Happy,https://open.spotify.com/track/55YuP367BwYlwrAejYO8yo
Bholi Si Ladki Hai ( Nagpuri Song ),Kumar Pritam,2023,15,0.0175,0.642,0.854,7.76E-05,9,0.119,-5.02,0.0382,154.015,0.914,Hindi,Happy,https://open.spotify.com/track/1T2oiKvdSLyCF9qGmQVfJp
Haan Pyar Hai,Kumar Pritam,2023,14,0.142,0.37,0.908,3.75E-05,6,0.164,-5.522,0.0915,139.716,0.733,Hindi,Happy,https://open.spotify.com/track/50EzQcFdDDs0k2eBb0XEbD
Ladki Hai Ek Number ( Nagpuri Song ),Kumar Pritam,2023,13,0.105,0.623,0.953,5.33E-05,0,0.321,-4.954,0.112,151.798,0.812,Hindi,Happy,https://open.spotify.com/track/7akNDd0snnmaXFg1n7nGZx
No Lakha Gahna - Original,Kumar Pritam,2023,10,0.013,0.579,0.967,0.00708,4,0.195,-1.326,0.13,154.832,0.703,Hindi,Happy,https://open.spotify.com/track/5hEPwEiAWDiTIgx0HscE5i
Chura Liya Dil,Kumar Pritam,2023,8,0.248,0.652,0.901,0.0315,0,0.109,-4.561,0.121,79.993,0.744,Hindi,Happy,https://open.spotify.com/track/7uWVQ1R5IC5FHsjKFjcTuy
Pyar Kiya To Darna Kya,Kumar Pritam,2023,8,0.0189,0.663,0.91,0.115,9,0.179,-5.372,0.0852,154.945,0.631,Hindi,Energetic,https://open.spotify.com/track/73Pd1RZRY6tP1KL1ayMwdk
Nahi Jeena Tor Bina,Kumar Pritam,2023,8,0.287,0.489,0.799,0.000306,8,0.109,-5.695,0.0748,177.065,0.887,Hindi,Happy,https://open.spotify.com/track/1VYXLbI6toVFKrpJjevc8g
Tiger Partyla Naam,Pritam,2023,5,0.355,0.732,0.94,0.00193,1,0.351,-5.258,0.0515,115.954,0.892,Hindi,Happy,https://open.spotify.com/track/13EVr98B9G6gv3Y98UsWtk
Akhire Othore,Manas Pritam,2023,6,0.135,0.557,0.882,0,7,0.163,-4.083,0.171,145.898,0.631,Hindi,Neutral,https://open.spotify.com/track/3xndIO3iL9aZvFA4UpyyFJ
Cigrate Kar Dhuwa Lakhe (Nagpuri Song),Kumar Pritam,2023,7,0.0607,0.835,0.596,2.16E-06,9,0.384,-10.627,0.0732,144.99,0.557,Hindi,Neutral,https://open.spotify.com/track/1vGMXtBgExqKFqkcq3XEgD
Jila Ballia Wala,Dipak Premi Pritam,2023,7,0.189,0.68,0.993,0,11,0.0856,-0.572,0.0673,135.033,0.829,Hindi,Happy,https://open.spotify.com/track/2uIJGHYTWUocGCJAjadl0O
Munda Sona Hoon Main (Jhankar Beat),Pritam,2023,0,0.0109,0.761,0.933,0.000547,9,0.317,-5.49,0.0498,129.983,0.914,Hindi,Happy,https://open.spotify.com/track/2ixMofvhHASba9jXiC8jl7
"Hadippa The Remix (From ""Dil Bole Hadippa"")",Pritam,2023,0,0.0868,0.816,0.942,0.000401,1,0.117,-5.623,0.0746,111.996,0.941,Hindi,Happy,https://open.spotify.com/track/3IhXARyR20YgsWvVYvcEGy
"Pukaroon Hari Om (from ""The Great Indian Family"")",Pritam,2023,1,0.742,0.495,0.651,0.000178,8,0.103,-11.211,0.0986,116.317,0.765,Hindi,Neutral,https://open.spotify.com/track/44GkhzR1RgWswZbiaGHQ0I
Kaala Jaadu (Lofi Mix),Pritam,2023,1,0.673,0.344,0.857,0.0381,8,0.205,-9.717,0.0931,179.998,0.461,Hindi,Neutral,https://open.spotify.com/track/5zyl8hxAXqKLYra9HjMgnz
Tune Jo Na Kaha - LoFi Mix,Pritam,2023,0,0.817,0.568,0.451,0.858,5,0.105,-10.833,0.0387,79.942,0.457,Hindi,Calm,https://open.spotify.com/track/7bIwjRVi0Am0y2Rquj272r
The Great Indian Family Trailer,Pritam,2023,0,0.525,0.597,0.822,0,1,0.254,-7.337,0.461,127.005,0.788,Hindi,Happy,https://open.spotify.com/track/0NUu0lZcBoiGMg6KQ373MT
"Kanhaiya Twitter Pe Aaja (from ""The Great Indian Family"")",Pritam,2023,0,0.0588,0.73,0.954,0,10,0.248,-4.485,0.147,126.965,0.681,Hindi,Energetic,https://open.spotify.com/track/5J6swMSDn9kVRU7vbwsM6K
Tim Tim Tara,Pritam,2023,1,0.314,0.385,0.838,0.00148,11,0.0785,-5.897,0.0664,134.979,0.849,Hindi,Happy,https://open.spotify.com/track/5hpXpwzWRWEZQZRXVv4zmp
Jaadui (Jhankar Beat),Pritam,2023,2,0.318,0.739,0.654,0.000146,7,0.101,-10.333,0.0348,102.976,0.638,Hindi,Energetic,https://open.spotify.com/track/4F3mmjSOwO5yhvsYDLmwdl
Mere Sawaal Ka (Jhankar Beat),Pritam,2023,1,0.0488,0.899,0.8,0.268,4,0.0594,-5.557,0.0441,106.035,0.903,Hindi,Happy,https://open.spotify.com/track/0Ey9LvYbvp64dSxHY745GZ
"Jingle Jingle (From ""Badmaash Company"")",Pritam,2023,0,0.367,0.776,0.471,1.25E-06,8,0.244,-13.4,0.168,92.007,0.7,Hindi,Calm,https://open.spotify.com/track/7xsycPy0UTQuIySUlbeGwA
"Kesariya (From ""Brahmastra"")",Pritam,2022,74,0.572,0.577,0.574,0,0,0.1,-6.525,0.0278,94.009,0.436,Hindi,Neutral,https://open.spotify.com/track/6VBhH7CyP56BXjp8VsDFPZ
"Deva Deva (From ""Brahmastra"")",Pritam,2022,69,0.634,0.534,0.721,0.000877,0,0.1,-7.636,0.0427,112.062,0.439,Hindi,Neutral,https://open.spotify.com/track/0IGXY47K2ha3AHfX57wY1O
"Tere Hawaale (From ""Laal Singh Chaddha"")",Pritam,2022,73,0.642,0.589,0.522,2.74E-05,9,0.0992,-10.649,0.0391,109.094,0.31,Hindi,Neutral,https://open.spotify.com/track/4blqlsA1uf2d2I40E90EUC
"Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")",Pritam,2022,65,0.0663,0.857,0.893,0,0,0.0335,-2.87,0.0422,108.022,0.845,Hindi,Happy,https://open.spotify.com/track/2cbaCL38j8eUXBQjvLawET
Main Rang Sharbaton Ka (Lofi Mix),Pritam,2022,67,0.679,0.547,0.43,0.396,6,0.112,-10.917,0.0311,79.923,0.501,Hindi,Calm,https://open.spotify.com/track/11na2yXOmMbkUL8f5j6vxZ
Bhool Bhulaiyaa 2 Title Track,Pritam,2022,57,0.0663,0.857,0.893,0,0,0.0335,-2.87,0.0422,108.022,0.845,Hindi,Happy,https://open.spotify.com/track/2cbaCL38j8eUXBQjvLawET
"Dance Ka Bhoot (From ""Brahmastra"")",Pritam,2022,55,0.0503,0.632,0.929,0,6,0.271,-5.297,0.128,136.008,0.584,Hindi,Energetic,https://open.spotify.com/track/5OcGETO7eEKjKme4gm0r7y
"Mauja Hi Mauja (From ""Jab We Met"")",Pritam,2022,52,0.075,0.738,0.873,0.0294,2,0.225,-5.659,0.107,104.982,0.484,Hindi,Energetic,https://open.spotify.com/track/2mTFrtswcKRUAC6rwoW63X
"Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")",Pritam,2022,65,0.643,0.572,0.736,0,11,0.128,-7.768,0.0658,85.035,0.778,Hindi,Happy,https://open.spotify.com/track/6XZWokIxs4leaSmXmU8b26
"Rasiya (From ""Brahmastra"")",Pritam,2022,61,0.371,0.54,0.796,0.00165,4,0.11,-7.538,0.0521,78.99,0.636,Hindi,Neutral,https://open.spotify.com/track/4Hv055xg1SZZgwwGBx8Cr5
Hum Nashe Mein Toh Nahin,Pritam,2022,58,0.643,0.572,0.736,0,11,0.128,-7.768,0.0658,85.035,0.778,Hindi,Happy,https://open.spotify.com/track/5L70RGPJEdooqtrgR7vd6U
Tera Hone Laga Hoon (Lofi Mix),Pritam,2022,61,0.485,0.478,0.393,0.0699,5,0.126,-13.627,0.0433,113.72,0.128,Hindi,Sad,https://open.spotify.com/track/6PEKFVQUBEY2zQEE7bYEpF
Pee Loon Lofi Mix,Pritam,2022,60,0.658,0.322,0.439,2.15E-06,8,0.557,-6.807,0.0441,74.472,0.423,Hindi,Calm,https://open.spotify.com/track/5EIFtcs5653Xjgs1gAAB7a
Subhanallah Lofi Mix,Pritam,2022,59,0.692,0.249,0.461,2.47E-06,9,0.249,-6.897,0.0373,79.894,0.154,Hindi,Calm,https://open.spotify.com/track/1pnC5d46tqFwjqGtbjJPn7
Kesariya - Dance Mix,Pritam,2022,47,0.45,0.7,0.699,0,10,0.103,-4.193,0.0531,100.037,0.567,Hindi,Energetic,https://open.spotify.com/track/26QKnh2Pq4etlbtc9xUZEE
Tere Hawaale,Pritam,2022,55,0.642,0.589,0.522,2.74E-05,9,0.0992,-10.649,0.0391,109.094,0.31,Hindi,Neutral,https://open.spotify.com/track/4blqlsA1uf2d2I40E90EUC
"De Taali (From ""Bhool Bhulaiyaa 2"")",Pritam,2022,46,0.157,0.818,0.899,0,1,0.0725,-3.667,0.117,120.016,0.736,Hindi,Happy,https://open.spotify.com/track/4Xba44w0LihzNJj1xgjs8J
Rasiya,Pritam,2022,49,0.371,0.54,0.796,0.00165,4,0.11,-7.538,0.0521,78.99,0.636,Hindi,Neutral,https://open.spotify.com/track/4Hv055xg1SZZgwwGBx8Cr5
Dance Ka Bhoot,Pritam,2022,47,0.0503,0.632,0.929,0,6,0.271,-5.297,0.128,136.008,0.584,Hindi,Energetic,https://open.spotify.com/track/5OcGETO7eEKjKme4gm0r7y
Deva Deva - Film Version,Pritam,2022,49,0.565,0.548,0.75,0.000499,0,0.138,-7.372,0.04,112.063,0.442,Hindi,Neutral,https://open.spotify.com/track/5HABzk8BiB4G08tBqnKeSU
"Pee Loon (From ""Once Upon A Time In Mumbaai"")",Pritam,2022,49,0.277,0.656,0.721,0.000139,8,0.188,-5.064,0.0364,83.95,0.883,Hindi,Happy,https://open.spotify.com/track/5pKh7avN31GpBe4JKhXKmF
Mere Dholna (Arijit Version),Pritam,2022,50,0.343,0.681,0.917,0,8,0.663,-5.295,0.0573,116.03,0.772,Hindi,Happy,https://open.spotify.com/track/1J9f1ooloQme6G8vhgKibt
